R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
PP_044689.2	-16657.615709455	-405388.329157935	-254465.606406755	87756.6800094977	-226448.476439261	-43465.6159178043	-323150.980435764	-135437.685106044	-108685.694191212	-367239.573444421	-341173.235614129	-196464.455764392	-152045.567353438	-91811.1682309642	-206320.294925009	209888.662012686	-280095.548714689	-147405.545772637	67095.8349986186	-87815.0749908991	373796.426380429	-168126.815311817	258836.038216524	408966.483427493	106260.754477132
LP_003917.2	-6121.86638373758	3701.48480656188	-14822.86958568	4912.70983432379	-15112.1551770448	36168.1764336449	56723.1424006787	-12184.9967000187	-16349.3833268375	-13248.1928369441	53502.4350480748	35996.5841473761	-1514.78523305275	36865.5979582996	-14965.4256782009	-9552.52152306131	-12754.7669885939	72977.519795226	-11207.790701502	-6034.4963990321	-19482.4031212672	-17131.8274984683	55086.6638143107	-16124.876881629	25273.886045427
NA.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PP_042457.1	792.986202580019	-2979.28265704908	-4610.79832651668	3583.83607991969	-7092.67608554356	5068.4271168477	4174.60498284734	1669.73015655705	-676.109821088083	-5676.8795813608	5456.1940482	2036.76911611423	3160.93553442677	4894.20007861724	-4138.42728174939	-1174.06849843257	2312.65972725179	4671.2151089946	-3159.80649554328	9599.30072156612	333.911658057383	1611.99556583578	11725.0680784354	3646.95842878468	13515.3100775605
GC_045.1	-961.281334329367	-4808.50507455548	-4669.78326584087	1992.97012587317	-4179.2198008287	3474.92139684738	3931.27817045001	-1127.30716913396	2011.23942898276	-3102.62761063315	6715.46532475176	3052.72615263084	-1083.03762879955	7589.19905574897	1326.05220312278	785.78770403569	-297.962185851226	3602.62182170102	-1785.64360595497	6008.02112443377	623.825486735997	1314.01086787258	8881.64598772675	7468.85607770421	7845.93641948706
LP_003029.2	-205368.518120593	-311582.631652203	-152192.768309654	-168471.018361388	-128289.810157202	-185137.56084753	-244719.583488383	-226987.781289491	-157405.94388606	-128581.849929516	-235425.912191896	-186294.00531441	-173722.678748444	-109708.574980678	-11943.0133447587	-102951.648334044	34816.7180138024	-214313.273537549	105254.348596468	186898.402469604	896159.12875276	323870.827934736	49661.6495395578	656314.936486148	536615.555049685
LP_34061.1	138707.79158941	138209.306189593	100321.664853727	113676.11189746	214817.516412882	166653.874742044	193463.160026849	169269.572868133	234835.082999997	223065.672987678	166438.977779219	194584.20760979	303579.637525631	237509.382440772	225335.877224201	-210412.065678203	-145410.141749381	110506.163222425	-96881.7771926215	-223740.410505757	-437199.565089334	-382356.628349457	-235467.657711507	-402324.9113176	-392416.725397322
PN_024850.1	319.415346603196	-1012.47566388128	-1736.84118914147	17.1421072694638	-3405.30650336154	4255.51617325791	213.384630820128	957.791090960012	-2600.67543665696	-1231.96830018656	5014.29357661681	1802.22738218424	1622.17633732495	3761.76663958083	-1614.08109584813	4064.89933362578	-317.791926914992	2388.90740880587	736.556067666372	3513.40105173549	5784.63167176823	847.613822125055	5419.61574974668	1085.52943792544	6258.52539791566
LP_002146	-13850.5571387947	-33138.2460531118	-48695.3251008553	-16550.9281871596	9099.60530927664	24513.2570867391	-13305.1339196526	-14904.869315289	111.521905943489	45538.2662770114	1192.58846063621	45478.7863525965	285.892124544189	94029.9180761782	55151.2212967973	11414.3507537862	30368.4787953959	90594.5449198268	55510.7149855812	48430.9674820422	-85914.2735349813	-16930.6603534361	17689.2486322943	-45558.9340293862	-35213.7565638825
LP_003928.1	34071.8697577952	18390.8170702978	44183.9365365557	9716.53785720561	137572.561476474	40532.2899143852	62468.8941384315	92505.9992668779	137104.988554452	188050.105898396	19965.8918082507	116849.606985077	145445.439038147	126592.038320487	183250.91756878	-30522.805169685	22269.411636724	99651.7704236541	-16582.7021065955	-21959.5562306095	-209464.935862926	-141080.156358143	-11099.3586842065	-192793.371459219	-200941.584008408
LP_003587.1	7973.82912896531	24539.4643469347	38367.8399984137	23651.1916269275	-3532.15264100101	33653.7914637412	40084.2714474753	-7313.37277942772	-20054.5762742808	-20941.6728950931	23443.744512933	29308.2142919431	6893.3133699755	35696.5118211233	-25721.0449769551	-2799.37879669936	-26690.7935529527	62500.9133568587	-10045.0813145797	-18083.5043857323	-28738.1741992354	-31646.3926043517	21576.2553733534	-23729.9851954095	7747.61891054931
PP_049177.1	15768.1168728129	27638.5034153785	-18064.8812960772	-22572.2378508685	3526.14908058333	13272.7992964239	-13213.1431425135	-31564.1341423365	13432.1007609034	-942.06402145663	2524.47312765321	3372.2592813644	-25321.8185572345	7793.53422939204	-17204.6583565472	-8017.72843014188	-23430.543314699	-30112.0781557275	810.950735140163	659.914838824239	-17381.0840232271	29850.1451877047	2572.77407965593	26971.6776759915	17387.8615896038
LP_19249.1	-1704.57658090158	-623.405663358553	-2105.48905661818	4688.27628060954	-5516.62004000194	102.217457045459	8214.56651085822	3578.4599992631	-2458.91260637345	-7534.85889965093	4786.98382581717	9191.38604981952	1718.11478203001	583.016332810115	-1915.64110697523	73.2863397262918	12148.2665566793	1801.02363608578	1840.8853667323	-691.071466490324	6626.23624037184	9425.38845343383	2508.93726871742	-445.662241768248	-2059.25538718504
LP_29676	317.956408503302	2003.25933995412	-2280.53805599966	2470.08025178588	7042.45975730919	3031.56509224488	3949.30756066485	5825.92575108705	7079.52253063888	13497.6348702358	4328.35745644791	4723.14653812015	15167.1681199273	5253.63121429912	9483.35364264111	-5034.50038628638	-2663.44029943296	8635.64343900666	-4585.26452825346	-3887.8784177458	-9653.60996478014	-8606.20506359548	-1921.11978649981	-9252.2180647384	-8209.65897548601
PP_039241.1	2027.75007008868	-177.590445135252	-2354.83270385032	490.971534979466	-2376.72368170775	5050.20101916889	3084.32829620924	703.998371273066	-981.459771351772	-2038.08028164066	3598.42911431535	5285.33379456458	1185.26327307602	2266.45084605556	-1224.90358248603	-1715.54306567749	-30.6893738481617	2400.59894596952	-1946.18028945756	290.97891558809	-1934.29793936009	-368.3756830521	1800.15658264443	-614.120822100349	614.026183800274
LP_33601	8805.76388388228	4434.9812115365	4516.14019815468	897.939687858133	-5210.22065748955	2519.0890738613	5906.25808177945	8439.02415065301	2955.4078392206	-4999.8073833317	3232.69699849107	7143.66467702578	6755.0403703707	2302.05620224737	-4737.01853377712	487.588478585183	-294.875941722336	2455.55688898903	-4419.46558753426	-325.736777514699	-3537.33422330566	-1723.41127631881	-1607.5999610672	-4332.73592416796	-3326.4638487302
LP_29012.2	13108.7936956793	5063.90722352849	-8746.44752553081	18024.6606104036	-313.03471003372	14847.0109189641	32068.0282479814	13612.7757825265	5241.72967800897	1623.93983963555	16928.0135076496	28038.6726138009	4410.81506575795	2846.21896289827	3710.48025396939	-21036.4748632009	-218.45259130661	2156.613220575	-15647.0914766754	-3982.63049042636	-18958.2528275723	-11047.2991819166	-6433.79984909629	-16885.7782080202	-11565.1517855532
PN_027554.2	80093.5019389649	-49113.9404534956	-53319.5510344547	1866.26529582166	-56417.2881252389	-13164.1479930707	32018.4151553954	-28241.5409291954	29199.3310823394	-57695.4616418525	18544.3742475485	-11488.646819763	-18090.2113355455	11642.5575714956	-14249.9371112613	-36226.9639393385	26584.5848836708	62364.5721791043	-27909.8226919971	7384.16863765207	-53286.6486482735	25424.0820633867	29241.8941385794	7742.11977760161	56367.0639069815
LP_37386	1510.04410986509	109.793005356834	-3023.04854887095	2413.97977628268	4799.58343193476	6279.79649849406	9775.53290689989	4490.61135571787	5581.60330757849	13173.4758431016	10302.8590506388	13967.6829918857	8576.41918254504	12461.9548025502	15382.5622703992	-4367.39925892723	3107.8690110953	8059.74997484041	-2303.86460449127	-4517.50410668391	-15001.2480960456	-11623.529030407	-5606.20706838308	-14095.8595037955	-13398.4091364581
LP_27455.1	54947.9971981116	60957.557214591	40452.5617168358	29293.5558225039	-8333.24688901268	26918.5868013056	39462.5851965476	6280.87117278836	-17726.316035902	-33362.8426064785	57124.4884383673	5792.04773134616	8629.28819433506	25815.9384330299	-33902.4519775941	-6939.29341562314	-39660.2333352552	39277.4012035035	-29457.3424835202	-29367.9517810147	-39310.09396143	-39659.9021310382	-1686.3517689094	-37873.9797639901	-31193.700275156
LP_34820	6295.5278677978	3654.42401655951	-1931.31924780191	4780.95454852506	2396.46039187766	8426.96866936042	4944.6691072609	4928.8849445093	1189.09138346684	4043.86465609538	7313.49981947652	11845.5761365935	4652.64957570935	10856.699957522	7281.97496844754	-4163.36170693383	-2496.73702290579	9087.40487065001	669.442577195758	-5617.83433446734	-14130.3237595823	-11191.3985332761	-3671.18579386657	-12702.4753288253	-13388.8424876403
LP_36950.1	-7031.96071951146	-5191.70172598862	-7844.81412705734	-974.990607723445	-7778.50953608998	12113.072262209	18520.8375507298	-7128.52103652644	-7703.40537934521	-7350.8554556547	29255.4733664286	15457.6747802837	-4307.81656542856	10653.6605014205	-7195.77905444269	-6091.88171947969	-5452.18462828968	48664.961779539	-6613.18558494771	-2266.53679950235	-6906.59304694279	-5182.08009175153	37958.9017093819	-4116.85501077822	36205.3979633087
LP_002256	-12641.1439817291	-8094.73275751533	-37519.6633552178	-14167.2889575129	-6793.14303047588	12652.7274495048	35054.2265510475	-16586.2708820863	-5305.90019899933	26426.3685985205	23757.2422997361	52806.7248296258	-7043.39313158042	57487.5433195955	37231.1629369213	15623.8930968768	27851.2869474018	80522.9881342973	7279.94834672406	11817.5480658347	-47968.4593669548	-5207.00594830408	40672.3377471186	-20519.9198723696	-5917.03467965586
PP_042889.1	53.7773869281136	-1545.86976859013	-658.856616137947	-92.7592301898139	-2727.31128738762	3749.57215843111	276.516021655345	3254.51094033902	-1378.92714143703	-2707.48373650651	1764.38813353404	2402.83504924988	4151.68081918221	1868.15816035761	-1881.39625657104	-490.703688821643	-451.244222029323	1182.73360583989	-2190.34179956194	3115.45590405632	242.611487364002	-794.924735461143	4942.93717758169	517.586739908404	3129.67808430881
PN_022082.1	5365.63695031865	-1620.3196433376	-4259.87017950234	-1372.19421325021	-4641.29526284933	1845.46152283261	1506.45235615962	2054.81915347989	-1204.76955524799	-4848.67066705887	4163.12769810672	4767.99407479225	484.290794301116	-697.038536554945	-4617.09289235255	-1034.32711872577	1267.28297827948	-34.7520992419204	-2961.70584283078	-1800.15765928994	-2425.31866316212	1804.46702326446	-7.85961898500864	916.010263178922	-2981.31831203925
PP_046319.1	-609.532512207146	-2622.86884922315	-3631.22085045678	2657.2066449845	-3699.08213936076	2137.33161967941	-5.70202136327316	1570.00655642837	-513.842740835706	-2511.76153490549	1258.33111974501	93.0660805195475	601.027210330529	4344.03905897414	-1703.56523190182	-3113.6439369029	-449.003827666944	129.238027084421	-1818.28436663902	7011.50313245382	-3787.2431087308	-646.548469850685	3750.2591633146	559.426832922468	6546.8932114614
LP_002355	-35770.2789908224	-39679.3490186341	-59989.784780426	-34351.4763594995	-17240.2436320553	-1798.2933101849	17371.4045650694	-31251.0601327328	-18000.6121477994	13792.7014664363	49063.2722989339	48079.8966485274	-7352.56498245486	54082.7404120878	44366.3890516767	21211.7668509424	62603.7999330852	77488.5579865235	29796.1799708654	65354.7765044061	-25862.0497191065	27886.1607186481	74072.0879863938	9180.95641679355	23456.5215229839
PN_021874.1	1889.76226768789	-2552.72150669387	-2999.03468439873	5360.79367516162	-3079.72525313687	3695.53650908333	1860.61093561957	2861.35051028449	-1102.34852623547	-2580.0566717749	5227.33865873482	1155.17871579248	3036.41965822605	4016.70535712752	-1876.67308979077	-2103.00587177866	-715.225593857453	2801.16045137655	-1718.32547175811	4621.97355128473	-1851.39073483006	-78.8080331441543	4331.03790382133	-529.521933226682	5328.92081040299
PP_054409.1	1029.91632170025	-712.441723162933	-1083.8822835944	2729.863317271	-3765.81875523113	-332.485658824238	715.794952312461	1807.54334322814	246.540938779906	-1715.6884868404	2026.89169735826	1502.46241743506	1742.67487546822	2405.78941328677	-1739.88583628951	883.273185370859	-966.075643842377	1255.77074795767	-1196.85302272011	2142.33044601271	-1929.4700596887	1147.85618572745	2699.30090291749	-2268.20134305736	588.421593931891
PP_054961	-1419.86993710208	2303.06350915246	-1488.65204314078	7951.35286298191	-5734.1909912798	2393.29338832201	-1041.42842345312	2492.85598395514	-2636.48938567532	-1192.42309768383	2098.62744727393	-998.183871654901	2838.97753897214	-1234.49836356715	-3599.17426922948	-3730.99982390356	12041.027489431	-178.792532723848	-5870.59912624285	525.412505042265	-5469.22283482109	9418.52571762266	2892.64745605134	-1380.74277234301	1789.92246414015
PP_054889.3	-231227.303829821	2321597.27696712	-914432.117710529	510635.634768605	-1277428.4892801	164228.373804788	-524907.729639902	-624378.024255538	-912399.523350313	12139.9476469229	-441201.450937382	-821878.312823006	-727016.638981075	-1375669.99336114	-68746.0469617776	-354299.734131494	1966301.22839012	-932381.476750261	-1471448.49806746	-418525.263969682	-764399.545930171	2440461.79555769	-331258.420321261	-922194.281989499	-102928.610529491
LP_009431.3	-401031.384554468	-874601.809082327	-292930.76139407	-794125.811908639	112377.303591716	-820015.522305924	-953227.574298673	-953960.800673734	-341306.076980937	-264137.82468402	-875789.803731433	-615404.85985589	-935686.148381676	-1008802.66646266	-523647.466395656	908663.683722023	-166989.005227711	-534049.42159716	756875.022196141	-55828.7322328156	1649516.83752328	831624.964624857	387525.691767011	1507492.36528325	675310.751715663
PP_041929.3	-311528.12611429	-91168.63520884	-110509.755146248	-30544.0255218522	-280618.121728093	-137570.728194664	-493011.389162554	-355892.852035033	-254760.448906017	193217.276637339	-588634.140653241	-449842.150975007	-172716.071267914	-426816.777224829	-36161.8061390929	258321.464571702	198798.050542362	-368864.538996601	145135.129713653	-438650.270865296	441008.764438543	712534.948531486	-366208.378966521	-21313.8898731353	391572.570275951
LP_009310.3	-334300.702973052	-251965.377989145	4119.9592042712	-283203.536835436	71735.7278396126	-484142.003718022	-237693.120270827	-405055.084965885	-68959.9526326673	130794.123771394	-339009.674388106	-235770.760446304	-544832.254593031	-89367.0182791061	209521.665842836	142295.229483262	187415.992573467	-510396.441620962	54588.7313623803	219956.609106104	428408.191613246	345718.986708157	-8694.90487274644	723938.755890281	365175.230899873
PP_042529.3	-404340.117829322	255394.88160518	-114793.863547877	1002818.30407221	-691886.927641653	698208.421496147	-302853.900313584	48583.9380200894	-960294.171881598	-259118.925240602	-202685.711217274	-251654.442925986	90066.674778867	-671140.198799995	-839093.944461991	73293.4684476177	1371369.6271734	-444846.962140453	-797278.788391445	-120537.126503555	-715770.458635524	1389279.70756019	78487.9430146029	-744220.956215783	262483.486883604
LP_20366.3	-695512.664053502	-813612.63829495	-594341.546151916	-461013.923279526	-78835.0882671112	-763316.401922337	-624029.024885292	-697739.027083786	-113691.454633597	235163.917554912	-654788.084974649	-458130.881422218	-780408.925533802	-146125.061485891	297469.952460581	123998.456154115	386877.100338692	-562763.265947904	626303.649189083	608284.868338631	984802.30273187	506327.786764792	46135.4876611866	1332011.97999404	762942.627890486
PP_039697.3	6018.08951142826	-205858.926381712	-611158.448451616	-219748.112815717	-522532.414398648	163407.176396393	140726.911808336	-221541.515156027	-209377.043656288	-355974.325072298	134208.232808647	28594.0711503774	-84857.3366077307	-23273.7469111814	-157903.27217857	336464.441873079	-175904.703045875	91990.4103247689	-97077.7387331608	12492.5667284802	592626.853564673	503445.440120714	704838.684630449	1049934.22189361	617982.406981537
LP_24939.3	216129.663816422	249056.107833738	228302.747129176	26140.6312219827	321960.876830029	-59861.5324557601	278847.357357515	-202.391434896737	47013.776106366	-104841.238623625	83369.9675996988	-16155.0217579335	-134142.518733064	-265364.684119859	-85919.1460627224	-341554.744362213	-235590.866837571	-453239.343011647	-174708.436476996	-337791.400424007	-261008.965087015	-323440.234400671	-571992.94582106	-109862.027495341	-391611.722948489
